hour,is_holiday,day_night,surveillance_coverage,temperature,population_density,cases_7days,cases_30days,risk_level
10,0,0,0.1,33.8,30000.0,4,36,中风险
9,1,0,0.7,9.0,20789.0,10,12,中风险
11,1,0,0.5,1.2,10263.0,18,51,中风险
22,0,1,0.7,13.6,20789.0,1,40,高风险
21,0,1,0.8,32.2,8947.0,19,25,中风险
18,0,1,0.2,21.4,5000.0,19,24,中风险
1,1,1,0.8,30.7,22105.0,9,30,中风险
6,1,0,0.6,16.7,23421.0,3,10,中风险
8,0,0,0.9,30.7,10263.0,18,38,中风险
19,1,1,0.2,9.0,12895.0,10,17,中风险
13,0,0,0.05,15.2,27368.0,2,14,中风险
11,0,0,0.35,32.2,5000.0,2,8,低风险
2,0,1,0.3,-3.4,14211.0,10,45,中风险
13,1,0,0.7,24.5,18158.0,5,7,低风险
14,0,0,0.55,9.0,20789.0,10,41,中风险
22,0,1,0.9,9.0,23421.0,13,21,高风险
2,1,1,0.05,26.0,18158.0,17,36,高风险
4,0,1,0.0,-1.9,20789.0,15,33,高风险
16,1,0,0.95,33.8,30000.0,13,33,中风险
4,1,1,0.35,4.3,27368.0,12,51,高风险
19,1,1,0.0,27.6,18158.0,1,32,中风险
23,0,1,0.15,27.6,10263.0,9,21,高风险
3,0,1,1.0,22.9,18158.0,8,27,中风险
20,1,1,0.15,36.9,20789.0,9,41,中风险
17,0,0,0.0,15.2,23421.0,14,28,中风险
10,0,0,0.3,9.0,11579.0,16,40,中风险
19,1,1,0.2,22.9,5000.0,7,15,中风险
21,1,1,0.4,-1.9,22105.0,6,23,中风险
7,0,0,0.75,18.3,6316.0,17,53,中风险
2,0,1,0.05,21.4,5000.0,14,39,高风险
1,0,1,0.05,32.2,7632.0,8,15,中风险
18,1,1,0.05,29.1,16842.0,17,23,中风险
16,0,0,0.25,1.2,24737.0,9,36,中风险
3,1,1,0.5,33.8,15526.0,5,9,中风险
10,1,0,0.9,22.9,18158.0,12,33,低风险
10,1,0,0.25,18.3,20789.0,12,29,中风险
15,1,0,0.65,2.8,5000.0,8,35,低风险
18,0,1,0.8,-0.3,22105.0,19,39,中风险
20,0,1,0.1,9.0,26053.0,17,50,高风险
4,0,1,0.45,21.4,26053.0,12,29,高风险
9,1,0,0.4,30.7,24737.0,4,34,中风险
11,1,0,0.65,-0.3,10263.0,16,16,低风险
8,0,0,0.25,18.3,12895.0,1,30,中风险
0,0,1,0.7,10.5,19474.0,7,18,中风险
0,1,1,0.45,22.9,14211.0,17,22,高风险
2,0,1,0.0,36.9,11579.0,6,36,高风险
19,1,1,0.7,38.4,7632.0,3,6,低风险
7,1,0,0.95,1.2,5000.0,1,4,低风险
6,0,0,0.15,21.4,18158.0,20,30,高风险
19,0,1,0.85,30.7,15526.0,13,27,中风险
23,1,1,0.05,26.0,14211.0,13,48,高风险
8,0,0,0.35,38.4,11579.0,14,22,中风险
19,0,1,0.4,12.1,5000.0,18,37,中风险
0,0,1,0.3,-3.4,19474.0,17,48,高风险
10,1,0,0.2,22.9,8947.0,18,23,中风险
18,1,1,0.4,21.4,7632.0,9,34,中风险
16,0,0,0.75,33.8,24737.0,14,21,中风险
10,0,0,0.6,2.8,24737.0,10,26,中风险
3,1,1,0.0,40.0,26053.0,11,48,高风险
6,1,0,0.35,27.6,19474.0,7,43,中风险
12,1,0,0.45,4.3,12895.0,20,55,中风险
16,0,0,0.65,12.1,16842.0,10,10,中风险
17,1,0,0.8,19.8,26053.0,0,19,低风险
4,1,1,0.25,36.9,18158.0,20,47,高风险
0,1,1,0.65,9.0,6316.0,8,32,中风险
18,1,1,0.3,40.0,27368.0,4,29,中风险
13,0,0,0.8,35.3,20789.0,7,45,中风险
16,1,0,0.4,5.9,12895.0,2,39,低风险
17,0,0,0.6,35.3,28684.0,15,40,中风险
12,1,0,0.75,9.0,30000.0,14,36,中风险
13,1,0,0.7,-3.4,7632.0,5,32,低风险
11,1,0,0.75,21.4,5000.0,15,16,低风险
11,1,0,0.25,-1.9,7632.0,18,45,中风险
2,0,1,0.3,1.2,12895.0,20,49,高风险
13,1,0,0.2,7.4,27368.0,1,23,中风险
6,0,0,0.45,1.2,19474.0,19,34,中风险
1,1,1,0.25,27.6,19474.0,7,32,高风险
21,0,1,0.3,21.4,23421.0,16,38,高风险
13,0,0,0.45,33.8,26053.0,7,28,中风险
18,1,1,0.1,21.4,7632.0,11,44,中风险
1,0,1,0.7,1.2,10263.0,7,10,中风险
11,0,0,0.3,15.2,15526.0,14,19,中风险
2,1,1,0.2,40.0,10263.0,1,12,中风险
1,1,1,0.1,21.4,5000.0,18,35,高风险
7,1,0,0.35,35.3,7632.0,18,23,低风险
19,0,1,0.35,5.9,23421.0,12,19,中风险
20,0,1,0.95,19.8,18158.0,0,14,中风险
23,1,1,0.45,-3.4,23421.0,20,35,高风险
20,1,1,0.95,9.0,23421.0,17,26,中风险
15,1,0,0.6,-5.0,5000.0,5,29,低风险
9,0,0,0.15,16.7,26053.0,15,38,中风险
21,1,1,0.95,9.0,24737.0,10,28,中风险
23,0,1,0.6,4.3,7632.0,15,54,中风险
13,0,0,0.1,9.0,28684.0,15,32,中风险
10,1,0,0.95,5.9,16842.0,19,48,中风险
2,0,1,0.3,35.3,23421.0,14,39,高风险
16,1,0,0.85,-0.3,6316.0,8,10,低风险
18,1,1,0.0,7.4,19474.0,5,5,中风险
21,0,1,0.85,5.9,10263.0,7,22,中风险
19,0,1,0.8,18.3,6316.0,17,26,中风险
8,1,0,0.8,35.3,12895.0,18,38,低风险
22,0,1,0.25,32.2,10263.0,7,8,高风险
15,0,0,0.65,18.3,8947.0,18,32,中风险
3,0,1,0.45,-3.4,18158.0,7,7,中风险
13,0,0,0.15,13.6,19474.0,10,12,中风险
4,0,1,0.55,-5.0,12895.0,14,28,中风险
23,1,1,0.55,33.8,22105.0,10,35,高风险
15,1,0,0.75,-0.3,26053.0,2,26,低风险
21,1,1,1.0,30.7,11579.0,16,51,中风险
11,1,0,0.35,22.9,28684.0,6,34,中风险
12,0,0,0.95,35.3,12895.0,6,24,低风险
8,1,0,0.15,22.9,28684.0,16,32,中风险
2,1,1,0.9,2.8,20789.0,11,37,中风险
4,0,1,0.95,27.6,12895.0,5,23,中风险
21,0,1,0.4,33.8,12895.0,9,34,中风险
0,0,1,0.45,35.3,27368.0,0,13,中风险
1,1,1,0.05,16.7,19474.0,0,28,高风险
23,1,1,0.2,30.7,26053.0,5,15,高风险
16,1,0,0.3,22.9,24737.0,7,23,中风险
3,0,1,0.0,4.3,16842.0,19,33,高风险
21,0,1,0.4,18.3,14211.0,2,35,中风险
14,1,0,0.55,21.4,27368.0,18,24,中风险
13,0,0,0.05,22.9,28684.0,4,39,中风险
14,0,0,0.55,9.0,15526.0,20,34,中风险
6,1,0,0.95,-1.9,6316.0,10,19,低风险
11,0,0,0.15,-0.3,7632.0,13,21,中风险
4,1,1,0.9,1.2,11579.0,14,48,中风险
19,1,1,0.45,30.7,6316.0,0,0,低风险
0,0,1,0.7,7.4,15526.0,17,49,高风险
5,1,1,0.75,29.1,10263.0,12,35,中风险
23,1,1,0.35,32.2,20789.0,8,9,中风险
12,1,0,0.45,40.0,19474.0,11,45,低风险
13,1,0,0.35,15.2,16842.0,12,30,中风险
15,0,0,1.0,40.0,23421.0,1,13,低风险
11,1,0,0.1,-3.4,11579.0,13,22,中风险
16,0,0,0.05,21.4,28684.0,8,41,中风险
15,1,0,0.65,21.4,30000.0,17,21,中风险
14,0,0,0.1,-3.4,23421.0,4,39,中风险
9,0,0,0.05,2.8,19474.0,0,36,中风险
22,0,1,0.25,7.4,28684.0,16,16,高风险
3,0,1,0.05,13.6,18158.0,0,20,高风险
17,0,0,0.95,13.6,11579.0,15,25,低风险
5,1,1,0.7,22.9,30000.0,7,22,高风险
5,1,1,0.15,13.6,16842.0,12,37,高风险
11,1,0,0.05,10.5,6316.0,7,24,低风险
14,1,0,0.9,-3.4,10263.0,19,26,低风险
6,0,0,0.8,15.2,6316.0,7,12,中风险
3,0,1,0.8,29.1,20789.0,12,34,高风险
13,1,0,0.75,35.3,6316.0,7,10,低风险
21,1,1,0.15,15.2,12895.0,16,53,高风险
15,1,0,0.15,18.3,22105.0,20,37,中风险
1,0,1,0.1,13.6,5000.0,10,25,中风险
6,0,0,0.0,4.3,5000.0,1,4,中风险
21,0,1,0.95,40.0,18158.0,9,11,中风险
1,0,1,0.2,-1.9,8947.0,13,31,中风险
10,0,0,0.6,36.9,10263.0,12,42,中风险
12,0,0,0.2,32.2,18158.0,10,29,中风险
23,1,1,0.3,9.0,16842.0,7,28,中风险
17,0,0,0.8,5.9,18158.0,13,32,低风险
21,1,1,0.35,24.5,16842.0,13,43,中风险
12,0,0,0.35,2.8,8947.0,17,35,低风险
1,0,1,0.0,-5.0,8947.0,0,7,中风险
4,0,1,0.45,7.4,12895.0,3,36,中风险
20,1,1,1.0,15.2,11579.0,9,12,中风险
16,1,0,0.6,22.9,6316.0,0,7,低风险
8,1,0,0.6,16.7,19474.0,9,12,中风险
10,1,0,0.9,36.9,23421.0,5,10,低风险
12,1,0,0.75,40.0,22105.0,11,33,低风险
3,1,1,0.45,18.3,23421.0,3,4,中风险
3,1,1,0.35,19.8,5000.0,19,48,高风险
3,1,1,0.4,-0.3,20789.0,8,18,中风险
3,1,1,0.75,1.2,7632.0,9,20,中风险
17,0,0,0.0,7.4,10263.0,12,33,中风险
17,1,0,0.15,33.8,15526.0,17,54,中风险
2,1,1,0.95,30.7,30000.0,3,6,中风险
16,0,0,0.8,13.6,10263.0,6,9,低风险
17,1,0,0.35,40.0,15526.0,6,22,低风险
16,0,0,0.85,19.8,6316.0,5,9,低风险
16,1,0,0.2,-1.9,30000.0,8,37,中风险
0,0,1,0.25,-1.9,10263.0,18,30,高风险
6,0,0,0.1,16.7,18158.0,3,24,高风险
3,0,1,0.75,38.4,6316.0,10,18,中风险
9,0,0,0.75,16.7,6316.0,18,42,中风险
2,0,1,0.8,2.8,6316.0,10,36,中风险
1,0,1,0.45,-1.9,16842.0,17,48,高风险
18,0,1,0.85,-5.0,11579.0,12,18,中风险
11,0,0,0.7,12.1,12895.0,8,34,中风险
12,0,0,0.65,9.0,30000.0,15,46,中风险
15,0,0,0.95,9.0,23421.0,6,13,中风险
8,0,0,0.25,24.5,22105.0,8,31,中风险
1,0,1,0.4,15.2,12895.0,7,42,高风险
8,0,0,0.35,26.0,19474.0,13,14,中风险
8,1,0,0.7,7.4,27368.0,13,24,中风险
4,1,1,0.85,36.9,28684.0,7,7,中风险
6,0,0,0.25,4.3,28684.0,6,10,中风险
4,0,1,0.05,2.8,22105.0,20,27,高风险
7,1,0,0.75,5.9,24737.0,13,34,中风险
0,1,1,0.5,15.2,22105.0,2,18,高风险
23,0,1,0.65,30.7,28684.0,3,21,高风险
13,0,0,0.1,-1.9,10263.0,15,18,中风险
16,0,0,0.9,12.1,28684.0,16,20,中风险
21,0,1,0.1,13.6,18158.0,20,38,高风险
8,0,0,0.0,32.2,8947.0,1,40,中风险
16,0,0,0.05,1.2,12895.0,11,33,中风险
21,1,1,0.45,19.8,6316.0,0,3,中风险
14,0,0,0.85,33.8,22105.0,18,41,中风险
14,0,0,0.65,26.0,18158.0,4,21,中风险
13,0,0,0.5,38.4,7632.0,6,18,低风险
3,1,1,0.1,7.4,5000.0,11,49,中风险
9,1,0,0.9,16.7,14211.0,8,44,低风险
23,1,1,0.65,30.7,12895.0,18,37,高风险
19,1,1,0.9,38.4,27368.0,20,26,中风险
13,0,0,0.3,27.6,6316.0,2,4,低风险
18,0,1,0.4,30.7,23421.0,18,29,高风险
9,0,0,0.85,38.4,26053.0,5,41,低风险
17,0,0,0.25,36.9,15526.0,14,15,中风险
6,0,0,0.15,13.6,20789.0,1,35,高风险
10,1,0,0.65,-0.3,28684.0,18,21,中风险
8,1,0,0.45,-1.9,12895.0,0,36,低风险
9,1,0,0.7,1.2,19474.0,18,54,中风险
16,0,0,0.05,-0.3,16842.0,1,4,低风险
18,0,1,0.85,1.2,15526.0,10,46,中风险
15,1,0,0.7,10.5,24737.0,14,54,中风险
13,1,0,0.35,21.4,10263.0,15,28,中风险
22,0,1,0.7,12.1,8947.0,18,33,中风险
14,0,0,0.3,22.9,10263.0,7,21,中风险
0,0,1,0.15,30.7,14211.0,4,27,高风险
16,0,0,0.8,5.9,5000.0,11,46,低风险
16,1,0,0.0,7.4,12895.0,19,19,中风险
12,0,0,0.2,29.1,11579.0,18,54,中风险
15,1,0,0.35,9.0,7632.0,11,51,低风险
14,1,0,0.25,40.0,11579.0,18,34,中风险
14,0,0,0.05,21.4,11579.0,10,15,中风险
13,1,0,1.0,2.8,23421.0,15,28,低风险
0,1,1,0.45,10.5,28684.0,0,19,中风险
9,0,0,0.7,38.4,30000.0,13,22,中风险
6,0,0,0.2,2.8,5000.0,14,40,中风险
12,1,0,1.0,-1.9,15526.0,8,46,低风险
15,0,0,0.25,-1.9,5000.0,15,41,中风险
13,1,0,1.0,4.3,28684.0,9,34,低风险
21,1,1,0.6,2.8,19474.0,13,24,中风险
18,1,1,0.65,22.9,6316.0,4,36,中风险
21,1,1,0.9,30.7,27368.0,2,10,中风险
3,1,1,0.7,10.5,23421.0,16,35,高风险
15,1,0,0.5,32.2,22105.0,17,54,中风险
18,0,1,0.95,24.5,23421.0,10,25,中风险
18,0,1,0.0,30.7,23421.0,10,23,高风险
0,1,1,0.35,13.6,27368.0,4,40,高风险
2,1,1,1.0,27.6,28684.0,6,33,中风险
2,1,1,0.3,30.7,30000.0,6,10,中风险
21,1,1,0.45,38.4,16842.0,15,42,中风险
12,1,0,0.2,36.9,24737.0,6,22,中风险
23,1,1,0.35,18.3,14211.0,20,42,高风险
20,0,1,0.4,16.7,28684.0,10,44,高风险
7,1,0,0.75,13.6,19474.0,16,49,低风险
11,1,0,0.7,10.5,6316.0,20,37,低风险
8,0,0,0.15,2.8,23421.0,18,25,中风险
0,1,1,0.2,22.9,18158.0,15,55,高风险
1,1,1,0.55,-5.0,18158.0,17,40,中风险
1,0,1,0.35,38.4,27368.0,8,10,中风险
3,0,1,0.75,-0.3,20789.0,19,55,高风险
2,1,1,0.55,-0.3,15526.0,7,25,中风险
8,1,0,0.8,10.5,19474.0,10,25,低风险
9,1,0,0.55,-1.9,7632.0,15,41,低风险
15,1,0,0.3,26.0,26053.0,11,11,中风险
6,1,0,0.25,-3.4,12895.0,6,28,中风险
21,0,1,1.0,12.1,5000.0,4,31,中风险
6,0,0,0.75,32.2,28684.0,10,12,中风险
22,0,1,0.0,2.8,8947.0,3,34,中风险
3,1,1,0.65,5.9,8947.0,2,42,中风险
18,1,1,0.2,2.8,18158.0,5,9,中风险
3,0,1,0.25,40.0,30000.0,14,47,高风险
17,1,0,0.55,-5.0,8947.0,0,2,低风险
17,1,0,0.8,24.5,27368.0,16,55,中风险
12,1,0,0.75,12.1,7632.0,9,14,低风险
19,0,1,0.85,16.7,30000.0,16,50,高风险
4,0,1,0.8,1.2,7632.0,11,13,中风险
21,0,1,0.9,40.0,26053.0,9,16,中风险
8,1,0,0.85,-5.0,11579.0,3,23,低风险
13,0,0,0.65,16.7,10263.0,10,30,中风险
2,0,1,0.8,38.4,30000.0,19,26,中风险
23,1,1,0.05,12.1,11579.0,9,19,高风险
18,0,1,0.05,30.7,12895.0,13,49,高风险
2,0,1,0.35,38.4,5000.0,9,35,中风险
3,0,1,0.8,18.3,11579.0,16,56,高风险
23,0,1,0.2,32.2,18158.0,14,54,高风险
6,0,0,0.75,22.9,16842.0,18,47,中风险
20,1,1,0.65,21.4,6316.0,15,49,中风险
14,1,0,0.55,22.9,6316.0,4,44,低风险
20,1,1,0.05,32.2,26053.0,15,36,高风险
2,0,1,0.2,9.0,12895.0,19,32,高风险
2,0,1,0.4,24.5,16842.0,5,26,高风险
1,1,1,0.8,18.3,28684.0,2,5,中风险
3,1,1,0.8,4.3,11579.0,4,36,中风险
1,0,1,0.3,33.8,8947.0,9,27,中风险
21,0,1,0.85,33.8,28684.0,7,10,中风险
2,0,1,0.7,12.1,5000.0,8,18,中风险
13,0,0,0.35,19.8,18158.0,19,55,中风险
0,1,1,0.75,12.1,6316.0,10,43,中风险
1,0,1,0.5,-5.0,20789.0,19,30,高风险
2,0,1,0.3,29.1,30000.0,7,24,高风险
3,0,1,0.35,36.9,24737.0,17,22,高风险
9,0,0,0.55,9.0,19474.0,17,40,中风险
20,0,1,0.6,27.6,24737.0,14,49,高风险
23,0,1,0.1,40.0,20789.0,3,42,高风险
16,0,0,0.45,29.1,23421.0,4,13,中风险
7,0,0,0.15,9.0,23421.0,0,10,中风险
23,0,1,0.7,-1.9,14211.0,11,35,中风险
8,0,0,0.55,4.3,18158.0,3,21,低风险
12,1,0,0.8,29.1,15526.0,11,30,低风险
16,1,0,0.0,35.3,27368.0,3,5,中风险
3,1,1,0.15,-1.9,8947.0,0,25,中风险
8,1,0,0.9,26.0,19474.0,15,32,中风险
19,0,1,0.1,26.0,5000.0,2,23,中风险
18,1,1,0.15,18.3,22105.0,16,41,高风险
5,1,1,0.1,5.9,11579.0,1,8,中风险
2,0,1,0.2,27.6,20789.0,19,41,高风险
2,0,1,0.95,12.1,14211.0,13,15,中风险
3,1,1,0.95,16.7,20789.0,16,54,高风险
22,0,1,0.65,21.4,26053.0,11,39,高风险
5,1,1,0.7,5.9,11579.0,16,36,中风险
13,1,0,0.55,-5.0,26053.0,13,36,中风险
7,1,0,0.75,13.6,28684.0,11,20,低风险
14,0,0,0.85,26.0,26053.0,8,9,中风险
21,0,1,0.55,2.8,15526.0,4,13,中风险
2,0,1,0.65,5.9,27368.0,15,33,高风险
21,1,1,0.2,-1.9,19474.0,12,52,中风险
16,1,0,0.4,5.9,22105.0,1,17,中风险
12,1,0,0.1,2.8,26053.0,20,52,中风险
15,0,0,0.7,9.0,24737.0,16,51,中风险
21,0,1,0.0,33.8,15526.0,16,42,高风险
19,0,1,0.3,32.2,15526.0,15,30,中风险
4,0,1,0.8,15.2,14211.0,9,39,中风险
12,1,0,0.35,27.6,30000.0,5,33,中风险
17,1,0,0.95,29.1,6316.0,11,14,低风险
22,0,1,0.0,32.2,7632.0,5,41,中风险
13,1,0,0.4,38.4,8947.0,4,44,低风险
2,0,1,0.9,30.7,30000.0,14,34,高风险
3,0,1,0.9,33.8,11579.0,2,15,中风险
5,1,1,0.15,33.8,30000.0,7,44,高风险
1,0,1,0.25,38.4,6316.0,17,23,中风险
15,1,0,0.95,4.3,27368.0,3,3,低风险
6,1,0,0.85,32.2,18158.0,10,32,中风险
10,1,0,0.95,33.8,11579.0,16,27,低风险
3,1,1,0.1,27.6,12895.0,10,26,高风险
18,1,1,0.25,13.6,16842.0,14,22,中风险
6,0,0,0.8,9.0,8947.0,13,25,中风险
4,0,1,0.7,33.8,8947.0,16,43,中风险
9,0,0,0.65,7.4,19474.0,14,36,中风险
12,1,0,0.55,35.3,15526.0,15,32,低风险
2,1,1,0.7,40.0,12895.0,15,43,中风险
0,0,1,0.0,33.8,22105.0,2,7,高风险
11,1,0,0.9,33.8,12895.0,13,35,低风险
1,0,1,0.95,22.9,27368.0,9,42,高风险
23,1,1,0.25,30.7,16842.0,10,13,中风险
10,0,0,0.2,32.2,14211.0,0,34,中风险
6,0,0,0.75,-5.0,14211.0,11,51,中风险
22,0,1,0.05,22.9,22105.0,3,21,高风险
19,1,1,0.1,16.7,24737.0,17,27,高风险
18,1,1,0.9,40.0,10263.0,18,40,中风险
18,1,1,0.1,32.2,30000.0,7,25,中风险
18,0,1,0.6,-0.3,14211.0,4,16,中风险
17,0,0,0.8,38.4,28684.0,9,31,低风险
0,1,1,0.3,12.1,7632.0,12,38,中风险
5,0,1,0.9,16.7,14211.0,16,43,高风险
9,0,0,0.2,10.5,7632.0,9,41,中风险
4,0,1,0.0,38.4,8947.0,10,46,中风险
11,1,0,0.65,27.6,10263.0,7,39,中风险
15,0,0,0.0,-3.4,8947.0,6,36,低风险
10,1,0,0.45,36.9,27368.0,11,29,中风险
21,1,1,0.65,27.6,20789.0,11,30,中风险
5,1,1,0.15,27.6,19474.0,8,29,高风险
23,1,1,0.2,5.9,7632.0,11,46,中风险
17,1,0,0.65,22.9,8947.0,17,47,中风险
9,0,0,0.2,22.9,10263.0,3,29,中风险
18,1,1,0.65,1.2,12895.0,10,20,中风险
3,0,1,0.25,18.3,14211.0,8,42,高风险
12,0,0,0.0,30.7,22105.0,11,48,中风险
15,0,0,0.25,29.1,22105.0,9,39,中风险
16,1,0,0.4,9.0,5000.0,1,31,低风险
14,0,0,0.25,30.7,6316.0,8,46,中风险
21,1,1,0.05,21.4,10263.0,7,33,中风险
19,0,1,0.15,30.7,14211.0,1,25,中风险
17,1,0,1.0,9.0,19474.0,9,10,低风险
6,1,0,0.6,26.0,10263.0,0,21,中风险
1,0,1,0.7,29.1,16842.0,20,46,高风险
11,0,0,0.4,30.7,26053.0,2,38,中风险
16,1,0,0.05,7.4,5000.0,9,14,低风险
0,0,1,0.35,30.7,11579.0,19,45,高风险
1,0,1,1.0,38.4,6316.0,15,29,中风险
6,0,0,0.9,27.6,7632.0,0,8,中风险
9,0,0,0.55,35.3,6316.0,15,22,低风险
8,1,0,0.95,40.0,19474.0,2,31,低风险
3,1,1,0.55,-1.9,14211.0,0,36,中风险
8,0,0,0.6,18.3,23421.0,16,28,中风险
11,1,0,1.0,21.4,18158.0,17,43,中风险
1,0,1,0.75,32.2,24737.0,14,29,高风险
19,1,1,0.65,35.3,19474.0,17,36,中风险
22,0,1,0.95,13.6,15526.0,17,45,中风险
7,1,0,0.35,7.4,19474.0,19,20,中风险
6,1,0,0.3,16.7,5000.0,14,27,中风险
8,1,0,0.2,-5.0,24737.0,7,15,中风险
3,1,1,0.4,15.2,6316.0,16,34,中风险
15,0,0,0.8,32.2,6316.0,1,14,低风险
8,0,0,0.5,29.1,22105.0,15,53,中风险
4,1,1,0.45,1.2,8947.0,12,44,中风险
6,0,0,0.5,2.8,6316.0,17,41,中风险
8,0,0,0.0,12.1,6316.0,2,12,低风险
13,1,0,0.35,1.2,28684.0,17,41,中风险
13,0,0,0.0,30.7,23421.0,7,10,中风险
1,1,1,0.2,16.7,11579.0,20,47,高风险
8,0,0,0.3,27.6,30000.0,6,43,中风险
13,0,0,0.35,4.3,8947.0,13,42,低风险
0,0,1,0.75,19.8,14211.0,12,47,高风险
11,1,0,0.7,12.1,30000.0,17,45,中风险
20,0,1,0.05,5.9,5000.0,18,41,中风险
5,0,1,0.9,35.3,11579.0,20,54,中风险
21,1,1,1.0,-1.9,28684.0,5,11,中风险
10,1,0,0.0,-3.4,24737.0,17,20,中风险
21,0,1,0.3,-1.9,10263.0,9,30,中风险
7,1,0,0.45,-0.3,10263.0,16,24,低风险
20,0,1,0.1,4.3,22105.0,16,20,高风险
21,1,1,0.85,7.4,30000.0,4,13,中风险
14,0,0,0.9,21.4,10263.0,4,15,低风险
15,1,0,0.0,13.6,12895.0,12,21,中风险
3,1,1,1.0,13.6,14211.0,19,53,中风险
6,1,0,0.95,22.9,18158.0,17,35,中风险
8,1,0,0.9,35.3,11579.0,16,28,低风险
21,1,1,0.6,16.7,26053.0,9,46,中风险
8,1,0,0.6,33.8,14211.0,0,25,低风险
23,1,1,0.8,27.6,24737.0,14,52,高风险
4,0,1,0.1,5.9,30000.0,4,12,高风险
6,0,0,0.1,19.8,7632.0,17,47,高风险
13,0,0,0.55,18.3,7632.0,7,22,低风险
17,0,0,0.65,36.9,28684.0,8,32,中风险
6,1,0,0.5,26.0,12895.0,2,20,中风险
13,1,0,0.2,16.7,10263.0,4,28,中风险
9,0,0,0.8,30.7,6316.0,1,39,低风险
13,1,0,0.3,15.2,27368.0,13,25,中风险
6,0,0,0.9,1.2,6316.0,18,32,中风险
17,1,0,0.3,-5.0,24737.0,8,43,中风险
15,1,0,0.05,1.2,15526.0,12,37,中风险
16,1,0,0.7,38.4,27368.0,9,41,中风险
18,1,1,0.1,-3.4,18158.0,4,15,中风险
19,1,1,0.6,22.9,8947.0,19,19,中风险
22,1,1,0.45,21.4,11579.0,10,25,中风险
22,0,1,0.7,-0.3,8947.0,9,34,中风险
5,1,1,0.35,1.2,15526.0,5,30,中风险
13,0,0,0.45,26.0,23421.0,9,22,中风险
22,1,1,0.7,21.4,28684.0,6,30,高风险
13,0,0,0.8,2.8,27368.0,2,8,低风险
12,0,0,0.05,33.8,11579.0,2,30,中风险
8,0,0,0.1,33.8,14211.0,20,54,中风险
19,0,1,0.9,-1.9,23421.0,8,15,中风险
6,0,0,0.65,22.9,28684.0,20,46,高风险
5,0,1,0.5,27.6,16842.0,4,4,中风险
4,0,1,0.15,7.4,24737.0,5,21,高风险
14,1,0,1.0,9.0,6316.0,9,28,低风险
3,0,1,0.55,32.2,28684.0,11,31,高风险
4,1,1,1.0,9.0,26053.0,8,23,中风险
0,0,1,0.6,4.3,22105.0,7,43,高风险
16,1,0,0.7,12.1,6316.0,7,29,低风险
5,0,1,0.65,30.7,28684.0,15,48,高风险
9,1,0,0.5,33.8,7632.0,15,15,低风险
1,0,1,0.05,13.6,8947.0,7,24,中风险
20,0,1,0.1,21.4,16842.0,17,38,高风险
0,0,1,0.05,4.3,10263.0,17,29,高风险
22,1,1,0.95,40.0,19474.0,14,51,中风险
3,0,1,0.8,-0.3,15526.0,0,9,中风险
15,1,0,0.3,29.1,7632.0,3,26,低风险
0,0,1,0.65,4.3,5000.0,9,30,中风险
15,1,0,0.9,1.2,28684.0,15,27,低风险
3,1,1,0.2,21.4,20789.0,7,46,高风险
3,1,1,0.95,7.4,10263.0,2,15,中风险
15,0,0,0.7,24.5,6316.0,16,53,中风险
10,0,0,0.1,33.8,6316.0,15,44,中风险
12,1,0,0.55,12.1,30000.0,3,23,中风险
15,1,0,0.5,24.5,14211.0,5,31,中风险
10,1,0,0.1,-1.9,8947.0,18,45,中风险
22,1,1,0.8,27.6,8947.0,7,13,中风险
5,1,1,0.35,9.0,10263.0,16,37,中风险
19,0,1,0.75,36.9,16842.0,10,31,中风险
11,1,0,0.25,2.8,16842.0,3,33,低风险
19,1,1,0.9,7.4,22105.0,8,32,中风险
14,0,0,0.4,1.2,11579.0,6,8,低风险
16,1,0,0.2,9.0,5000.0,5,27,低风险
6,1,0,0.05,-5.0,10263.0,20,51,高风险
13,0,0,0.45,36.9,26053.0,12,49,中风险
11,1,0,0.45,22.9,16842.0,9,41,中风险
20,0,1,1.0,2.8,8947.0,3,23,低风险
22,1,1,0.2,5.9,7632.0,13,34,中风险
23,0,1,0.05,36.9,20789.0,14,31,高风险
3,1,1,0.8,9.0,11579.0,17,28,中风险
5,0,1,0.25,29.1,15526.0,16,24,高风险
19,1,1,0.5,1.2,10263.0,4,10,中风险
10,1,0,1.0,-0.3,28684.0,0,26,低风险
8,1,0,0.85,7.4,5000.0,8,46,低风险
21,0,1,0.6,30.7,5000.0,19,59,中风险
2,1,1,0.45,27.6,12895.0,11,18,中风险
13,1,0,0.8,22.9,24737.0,10,44,中风险
2,1,1,0.05,1.2,10263.0,19,40,高风险
12,1,0,0.15,24.5,6316.0,10,23,中风险
7,0,0,0.6,-3.4,7632.0,14,45,低风险
13,0,0,0.05,15.2,22105.0,18,19,中风险
19,1,1,0.8,13.6,16842.0,0,15,中风险
6,1,0,1.0,40.0,15526.0,5,10,中风险
17,0,0,0.2,36.9,10263.0,5,32,中风险
21,0,1,0.8,-0.3,16842.0,6,22,中风险
18,0,1,0.2,2.8,26053.0,9,36,高风险
20,0,1,0.45,15.2,15526.0,9,42,中风险
14,1,0,0.35,33.8,6316.0,20,58,中风险
11,1,0,0.25,-3.4,6316.0,16,41,低风险
21,1,1,0.9,7.4,7632.0,7,18,低风险
10,0,0,0.4,15.2,20789.0,13,48,中风险
